Genes	ENTREZ_ID	Genes
H3F3C	440093	H3F3C
SMCO3	440087	SMCO3
ZNF705A	440077	ZNF705A
IQSEC3	440073	IQSEC3
CARD17	440068	CARD17
KRTAP5-11	440051	KRTAP5-11
KRTAP5-7	440050	KRTAP5-7
TMEM41B	440026	TMEM41B
KRTAP5-6	440023	KRTAP5-6
KRTAP5-2	440021	KRTAP5-2
IFIT1B	439996	IFIT1B
MXRA7	439921	MXRA7
KRTAP5-5	439915	KRTAP5-5
LHX8	431707	LHX8
ASTL	431705	ASTL
RGS21	431704	RGS21
VCX3B	425054	VCX3B
STX19	415117	STX19
PIM3	415116	PIM3
C8orf82	414919	C8orf82
DENND6B	414918	DENND6B
BLID	414899	BLID
LCN10	414332	LCN10
IDNK	414328	IDNK
DEFB103A	414325	DEFB103A
DDI1	414301	DDI1
C10orf55	414236	C10orf55
PRR26	414235	PRR26
AGAP6	414189	AGAP6
C10orf62	414157	C10orf62
C10orf105	414152	C10orf105
ACBD7	414149	ACBD7
CCL3L3	414062	CCL3L3
TBC1D3B	414059	TBC1D3B
FNDC9	408263	FNDC9
SPINK14	408187	SPINK14
NOMO3	408050	NOMO3
TNFSF12-TNFSF13	407977	TNFSF12-TNFSF13
FAM19A1	407738	FAM19A1
ERVFRD-1	405754	ERVFRD-1
DUOXA2	405753	DUOXA2
POTEG	404785	POTEG
ANKHD1-EIF4EBP3	404734	ANKHD1-EIF4EBP3
GTF2H5	404672	GTF2H5
FAM45A	404636	FAM45A
SCGB1D4	404552	SCGB1D4
C16orf74	404550	C16orf74
YY2	404281	YY2
C6orf201	404220	C6orf201
CTXN1	404217	CTXN1
SPINK6	404203	SPINK6
CUEDC1	404093	CUEDC1
HAPLN4	404037	HAPLN4
ZBTB34	403341	ZBTB34
DEFB133	403339	DEFB133
APOBEC4	403314	APOBEC4
OR6C68	403284	OR6C68
OR6C65	403282	OR6C65
OR5K4	403278	OR5K4
OR5K3	403277	OR5K3
OR5H15	403274	OR5H15
OR5H14	403273	OR5H14
OR4A47	403253	OR4A47
OR2T35	403244	OR2T35
OR2T27	403239	OR2T27
IFITM10	402778	IFITM10
UFSP1	402682	UFSP1
IGLON5	402665	IGLON5
GRIFIN	402635	GRIFIN
C7orf61	402573	C7orf61
KPNA7	402569	KPNA7
XKRX	402415	XKRX
SOHLH1	402381	SOHLH1
OR2A42	402317	OR2A42
CFAP99	402160	CFAP99
OR5K2	402135	OR5K2
VWC2L	402117	VWC2L
SRRD	402055	SRRD
OR14I1	401994	OR14I1
OR2T5	401993	OR2T5
OR2T2	401992	OR2T2
LDLRAD2	401944	LDLRAD2
RNF223	401934	RNF223
MSLNL	401827	MSLNL
OR51A2	401667	OR51A2
OR51A4	401666	OR51A4
OR51T1	401665	OR51T1
OR51H1	401663	OR51H1
GOLGA7B	401647	GOLGA7B
SLC25A53	401612	SLC25A53
FAM166A	401565	FAM166A
LCNL1	401562	LCNL1
WDR38	401551	WDR38
SNX30	401548	SNX30
C9orf152	401546	C9orf152
CENPP	401541	CENPP
TOMM5	401505	TOMM5
TMEM215	401498	TMEM215
SAMD12	401474	SAMD12
C8orf59	401466	C8orf59
USP17L1	401447	USP17L1
OR2A7	401427	OR2A7
RAB19	401409	RAB19
PRRT4	401399	PRRT4
LRRD1	401387	LRRD1
TCP10L2	401285	TCP10L2
KLHL31	401265	KLHL31
CRIP3	401262	CRIP3
RAB44	401258	RAB44
SAPCD1	401251	SAPCD1
MCCD1	401250	MCCD1
STMND1	401236	STMND1
C5orf63	401207	C5orf63
RGS7BP	401190	RGS7BP
C4orf3	401152	C4orf3
CCSER1	401145	CCSER1
AMTN	401138	AMTN
PRR27	401137	PRR27
DTHD1	401124	DTHD1
C4orf48	401115	C4orf48
FOXL2NB	401089	FOXL2NB
IQCF3	401067	IQCF3
ASB18	401036	ASB18
C2orf66	401027	C2orf66
FSIP2	401024	FSIP2
ANKRD36C	400986	ANKRD36C
RGPD1	400966	RGPD1
PAIP2B	400961	PAIP2B
EML6	400954	EML6
C2orf91	400950	C2orf91
IL17REL	400935	IL17REL
CHCHD10	400916	CHCHD10
C20orf202	400831	C20orf202
DEFB132	400830	DEFB132
FAM177B	400823	FAM177B
NBPF9	400818	NBPF9
C1orf226	400793	C1orf226
C1orf141	400757	C1orf141
NCMAP	400746	NCMAP
SH2D5	400745	SH2D5
PRAMEF4	400735	PRAMEF4
ZNF772	400720	ZNF772
ZNF880	400713	ZNF880
VMAC	400673	VMAC
PRSS57	400668	PRSS57
TEX19	400629	TEX19
GRAPL	400581	GRAPL
MED11	400569	MED11
C17orf97	400566	C17orf97
KNOP1	400506	KNOP1
FAM174B	400451	FAM174B
ST20	400410	ST20
C15orf53	400359	C15orf53
C14orf180	400258	C14orf180
PLEKHD1	400224	PLEKHD1
ATP11AUN	400165	ATP11AUN
SERTM1	400120	SERTM1
C12orf76	400073	C12orf76
SNX19	399979	SNX19
PATE4	399968	PATE4
PATE2	399967	PATE2
C11orf88	399949	C11orf88
C11orf87	399947	C11orf87
TRIM49D1	399939	TRIM49D1
FAM180B	399888	FAM180B
FOXI2	399823	FOXI2
C10orf120	399814	C10orf120
CASC10	399726	CASC10
CTXN2	399697	CTXN2
SHC4	399694	SHC4
MYO18A	399687	MYO18A
HEATR4	399671	HEATR4
ZNF321P	399669	ZNF321P
FAM102A	399665	FAM102A
MEX3D	399664	MEX3D
SLC25A35	399512	SLC25A35
TMEM200B	399474	TMEM200B
SPRED3	399473	SPRED3
MUC21	394263	MUC21
OR2A5	393046	OR2A5
GRID2IP	392862	GRID2IP
AGMO	392636	AGMO
ELFN1	392617	ELFN1
NCBP2L	392517	NCBP2L
ARL13A	392509	ARL13A
GLOD5	392465	GLOD5
LCN9	392399	LCN9
OR1K1	392392	OR1K1
OR5C1	392391	OR5C1
OR1L6	392390	OR1L6
OR13C2	392376	OR13C2
OR13J1	392309	OR13J1
FAM221B	392307	FAM221B
GDF6	392255	GDF6
USP17L7	392197	USP17L7
USP17L8	392188	USP17L8
OR2A25	392138	OR2A25
HELT	391723	HELT
TRIM61	391712	TRIM61
DYTN	391475	DYTN
SULT6B1	391365	SULT6B1
PTRHD1	391356	PTRHD1
SPINT4	391253	SPINT4
OR2G6	391211	OR2G6
OR2M7	391196	OR2M7
OR2T33	391195	OR2T33
OR2M2	391194	OR2M2
OR2L3	391192	OR2L3
OR2AK2	391191	OR2AK2
OR2L8	391190	OR2L8
OR11L1	391189	OR11L1
VSIG8	391123	VSIG8
OR6K3	391114	OR6K3
OR6Y1	391112	OR6Y1
OR10K1	391109	OR10K1
OR10K2	391107	OR10K2
VHLL	391104	VHLL
FRRS1	391059	FRRS1
PLA2G2C	391013	PLA2G2C
PRAMEF17	391004	PRAMEF17
PRAMEF18	391003	PRAMEF18
PRAMEF8	391002	PRAMEF8
PRAMEF12	390999	PRAMEF12
HES3	390992	HES3
ZNF805	390980	ZNF805
PINLYP	390940	PINLYP
ZNF793	390927	ZNF793
NUDT19	390916	NUDT19
OR7A10	390892	OR7A10
OR7G3	390883	OR7G3
OR7G2	390882	OR7G2
ONECUT3	390874	ONECUT3
KRT39	390792	KRT39
ARL5C	390790	ARL5C
PABPN1L	390748	PABPN1L
PTX4	390667	PTX4
C1QTNF8	390664	C1QTNF8
OR4F15	390649	OR4F15
OR4F6	390648	OR4F6
GDPGP1	390637	GDPGP1
ANKRD34C	390616	ANKRD34C
SKOR1	390598	SKOR1
UBAP1L	390595	UBAP1L
KBTBD13	390594	KBTBD13
OR4M2	390538	OR4M2
OR5AU1	390445	OR5AU1
RNASE9	390443	RNASE9
OR11H4	390442	OR11H4
OR11G2	390439	OR11G2
OR4N5	390437	OR4N5
OR4K17	390436	OR4K17
OR4K13	390433	OR4K13
OR4K2	390431	OR4K2
OR4N2	390429	OR4N2
OR6C70	390327	OR6C70
OR6C76	390326	OR6C76
OR6C75	390323	OR6C75
OR6C1	390321	OR6C1
OR8A1	390275	OR8A1
OR8B3	390271	OR8B3
OR10G7	390265	OR10G7
OR10G4	390264	OR10G4
OR6M1	390261	OR6M1
OR6X1	390260	OR6X1
BSX	390259	BSX
KDM4E	390245	KDM4E
IZUMO1R	390243	IZUMO1R
TRIM77	390231	TRIM77
GPR152	390212	GPR152
LRRC10B	390205	LRRC10B
OR10V1	390201	OR10V1
OR4D9	390199	OR4D9
OR4D10	390197	OR4D10
OR5AN1	390195	OR5AN1
OR5B12	390191	OR5B12
OR5B2	390190	OR5B2
OR5AK2	390181	OR5AK2
OR9G1	390174	OR9G1
OR5M1	390168	OR5M1
OR5M10	390167	OR5M10
OR5M9	390162	OR5M9
OR8K1	390157	OR8K1
OR5T1	390155	OR5T1
OR5T3	390154	OR5T3
OR8H3	390152	OR8H3
OR8H2	390151	OR8H2
OR5W2	390148	OR5W2
OR5D16	390144	OR5D16
OR5D13	390142	OR5D13
OR4X1	390113	OR4X1
ACCSL	390110	ACCSL
OR10A6	390093	OR10A6
OR56A5	390084	OR56A5
OR56A3	390083	OR56A3
OR52E5	390082	OR52E5
OR52E4	390081	OR52E4
OR52E8	390079	OR52E8
OR52E6	390078	OR52E6
OR52N2	390077	OR52N2
OR52N5	390075	OR52N5
OR52N4	390072	OR52N4
OR52H1	390067	OR52H1
OR52D1	390066	OR52D1
OR51I2	390064	OR51I2
OR51I1	390063	OR51I1
OR51Q1	390061	OR51Q1
OR51M1	390059	OR51M1
OR51B6	390058	OR51B6
OR52A5	390054	OR52A5
OR51D1	390038	OR51D1
OR52I1	390037	OR52I1
OR52K1	390036	OR52K1
NKX1-2	390010	NKX1-2
C1QL3	389941	C1QL3
ZCCHC13	389874	ZCCHC13
PAGE2B	389860	PAGE2B
USP27X	389856	USP27X
SPACA5	389852	SPACA5
MAP3K15	389840	MAP3K15
LRRC26	389816	LRRC26
LCN15	389812	LCN15
IER5L	389792	IER5L
C9orf153	389766	C9orf153
SPATA31D1	389763	SPATA31D1
SPATA31A6	389730	SPATA31A6
MAFA	389692	MAFA
RBM12B	389677	RBM12B
XKR9	389668	XKR9
C8orf86	389649	C8orf86
NUGGC	389643	NUGGC
XKR5	389610	XKR5
FAM180A	389558	FAM180A
FEZF1	389549	FEZF1
LAMTOR4	389541	LAMTOR4
GTF2IRD2B	389524	GTF2IRD2B
IYD	389434	IYD
SAMD5	389432	SAMD5
LIN28B	389421	LIN28B
GFRAL	389400	GFRAL
GLYATL3	389396	GLYATL3
C6orf222	389384	C6orf222
CLPSL2	389383	CLPSL2
SFTA2	389376	SFTA2
PSMG4	389362	PSMG4
ARHGEF37	389337	ARHGEF37
C5orf46	389336	C5orf46
PROB1	389333	PROB1
TEX43	389320	TEX43
ANXA2R	389289	ANXA2R
LRRC14B	389257	LRRC14B
TMPRSS11F	389208	TMPRSS11F
GRXCR1	389207	GRXCR1
BEND4	389206	BEND4
SMIM20	389203	SMIM20
C4orf50	389197	C4orf50
TMEM212	389177	TMEM212
LEKR1	389170	LEKR1
ANKUB1	389161	ANKUB1
PLSCR5	389158	PLSCR5
PRR23C	389152	PRR23C
PRR23B	389151	PRR23B
VGLL3	389136	VGLL3
MUSTN1	389125	MUSTN1
IQCF5	389124	IQCF5
IQCF2	389123	IQCF2
FAM212A	389119	FAM212A
CDHR4	389118	CDHR4
ZNF662	389114	ZNF662
OR6B2	389090	OR6B2
RESP18	389075	RESP18
C2orf80	389073	C2orf80
PLEKHM3	389072	PLEKHM3
SP5	389058	SP5
SLC9A4	389015	SLC9A4
C2orf68	388969	C2orf68
C2orf81	388963	C2orf81
BOLA3	388962	BOLA3
C2orf78	388960	C2orf78
TSPYL6	388951	TSPYL6
TMEM247	388946	TMEM247
C2orf71	388939	C2orf71
MFSD2B	388931	MFSD2B
LRRC75B	388886	LRRC75B
KRTAP26-1	388818	KRTAP26-1
FAM209B	388799	FAM209B
EFCAB8	388795	EFCAB8
OR14A2	388761	OR14A2
COA6	388753	COA6
CAPN8	388743	CAPN8
TMEM81	388730	TMEM81
C1orf53	388722	C1orf53
FMO6P	388714	FMO6P
C1orf189	388701	C1orf189
FLG2	388698	FLG2
HRNR	388697	HRNR
LYSMD1	388695	LYSMD1
NOTCH2NL	388677	NOTCH2NL
C1orf137	388667	C1orf137
SLC6A17	388662	SLC6A17
FAM69A	388650	FAM69A
C1orf146	388649	C1orf146
GBP7	388646	GBP7
LDLRAD1	388633	LDLRAD1
TRABD2B	388630	TRABD2B
CD164L2	388611	CD164L2
TRNP1	388610	TRNP1
TMEM82	388595	TMEM82
RNF207	388591	RNF207
SMIM1	388588	SMIM1
HES5	388585	HES5
ZNF324B	388569	ZNF324B
ZNF749	388567	ZNF749
ZNF470	388566	ZNF470
TMEM238	388564	TMEM238
ZNF761	388561	ZNF761
ZNF808	388558	ZNF808
IGFL3	388555	IGFL3
BHMG1	388553	BHMG1
BLOC1S3	388552	BLOC1S3
CEACAM16	388551	CEACAM16
ZNF790	388536	ZNF790
KRTDAP	388533	KRTDAP
RGS9BP	388531	RGS9BP
RPSAP58	388524	RPSAP58
ZNF728	388523	ZNF728
CLEC17A	388512	CLEC17A
POTEC	388468	POTEC
BTBD17	388419	BTBD17
YPEL2	388403	YPEL2
RPRML	388394	RPRML
CCDC103	388389	CCDC103
C17orf98	388381	C17orf98
CCL4L1	388372	CCL4L1
TMIGD1	388364	TMIGD1
LRRC75A	388341	LRRC75A
SHISA6	388336	SHISA6
TMEM220	388335	TMEM220
SPDYE4	388333	SPDYE4
C17orf100	388327	C17orf100
SCIMP	388325	SCIMP
INCA1	388324	INCA1
GLTPD2	388323	GLTPD2
C16orf86	388284	C16orf86
C16orf87	388272	C16orf87
SBK1	388228	SBK1
PRR25	388199	PRR25
C15orf59	388135	C15orf59
C2CD4B	388125	C2CD4B
TNFAIP8L3	388121	TNFAIP8L3
NANOGP8	388112	NANOGP8
TMEM179	388021	TMEM179
RTL1	388015	RTL1
TOMM20L	387990	TOMM20L
SERP2	387923	SERP2
NHLRC3	387921	NHLRC3
SHISA2	387914	SHISA2
C1QTNF9B	387911	C1QTNF9B
TMEM233	387890	TMEM233
C12orf75	387882	C12orf75
CCDC184	387856	CCDC184
REP15	387849	REP15
CLEC12B	387837	CLEC12B
CLEC2A	387836	CLEC2A
VSTM5	387804	VSTM5
LIPT2	387787	LIPT2
SPDYC	387778	SPDYC
SLC22A10	387775	SLC22A10
C11orf96	387763	C11orf96
FIBIN	387758	FIBIN
INSC	387755	INSC
OR56B1	387748	OR56B1
IFITM5	387733	IFITM5
TEX36	387718	TEX36
ARMS2	387715	ARMS2
ENO4	387712	ENO4
CC2D2B	387707	CC2D2B
SLC16A12	387700	SLC16A12
C10orf99	387695	C10orf99
SH2D4B	387694	SH2D4B
SKIDA1	387640	SKIDA1
C10orf113	387638	C10orf113
SLC22A25	387601	SLC22A25
ILDR2	387597	ILDR2
TMEM189-UBE2V1	387522	TMEM189-UBE2V1
TMEM189	387521	TMEM189
GPR153	387509	GPR153
RASL11A	387496	RASL11A
THEMIS	387357	THEMIS
NSUN4	387338	NSUN4
TBPL2	387332	TBPL2
KRTAP5-10	387273	KRTAP5-10
KRTAP5-4	387267	KRTAP5-4
KRTAP5-3	387266	KRTAP5-3
KRTAP5-1	387264	KRTAP5-1
C6orf120	387263	C6orf120
NPSR1	387129	NPSR1
CEP85L	387119	CEP85L
SOGA3	387104	SOGA3
CENPW	387103	CENPW
SUMO4	387082	SUMO4
ZKSCAN4	387032	ZKSCAN4
MRGPRG	386746	MRGPRG
AMIGO3	386724	AMIGO3
KRTAP10-12	386685	KRTAP10-12
KRTAP12-4	386684	KRTAP12-4
KRTAP12-3	386683	KRTAP12-3
KRTAP10-3	386682	KRTAP10-3
KRTAP10-8	386681	KRTAP10-8
KRTAP10-5	386680	KRTAP10-5
KRTAP10-2	386679	KRTAP10-2
KRTAP10-11	386678	KRTAP10-11
KRTAP10-1	386677	KRTAP10-1
KRTAP10-9	386676	KRTAP10-9
KRTAP10-7	386675	KRTAP10-7
KRTAP10-6	386674	KRTAP10-6
KRTAP10-4	386672	KRTAP10-4
IL31	386653	IL31
KCTD4	386618	KCTD4
KCTD8	386617	KCTD8
CHKB-CPT1B	386593	CHKB-CPT1B
RBMY1J	378951	RBMY1J
RBMY1E	378950	RBMY1E
RBMY1D	378949	RBMY1D
RBMY1B	378948	RBMY1B
MALAT1	378938	MALAT1
RNF148	378925	RNF148
NHLRC1	378884	NHLRC1
CATSPER4	378807	CATSPER4
TRIM74	378108	TRIM74
ENTPD8	377841	ENTPD8
CA13	377677	CA13
USP17L2	377630	USP17L2
PRSS45	377047	PRSS45
KLHL30	377007	KLHL30
ZC3H6	376940	ZC3H6
SLC27A1	376497	SLC27A1
RAB15	376267	RAB15
LRRC10	376132	LRRC10
CYSRT1	375791	CYSRT1
AGRN	375790	AGRN
PNPLA7	375775	PNPLA7
C9orf50	375759	C9orf50
SWI5	375757	SWI5
ERCC6L2	375748	ERCC6L2
PTAR1	375743	PTAR1
ENHO	375704	ENHO
SPATC1	375686	SPATC1
KCP	375616	KCP
LHFPL3	375612	LHFPL3
SLC26A5	375611	SLC26A5
NAT16	375607	NAT16
TRIM73	375593	TRIM73
VWC2	375567	VWC2
GJB7	375519	GJB7
SIMC1	375484	SIMC1
MAST4	375449	MAST4
C5orf34	375444	C5orf34
NRROS	375387	NRROS
C3orf62	375341	C3orf62
TOPAZ1	375337	TOPAZ1
LHFPL4	375323	LHFPL4
AQP12A	375318	AQP12A
RBM44	375316	RBM44
CATIP	375307	CATIP
CERKL	375298	CERKL
RBM43	375287	RBM43
ANKRD36	375248	ANKRD36
FAM228B	375190	FAM228B
PFN4	375189	PFN4
FAM89A	375061	FAM89A
MIA3	375056	MIA3
SFT2D2	375035	SFT2D2
PEAR1	375033	PEAR1
MROH7	374977	MROH7
TEX38	374973	TEX38
SPATA21	374955	SPATA21
DRAXIN	374946	DRAXIN
ZNF773	374928	ZNF773
IGFL1	374918	IGFL1
B3GNT8	374907	B3GNT8
ZNF568	374900	ZNF568
ZNF829	374899	ZNF829
SBSN	374897	SBSN
YJEFN3	374887	YJEFN3
TMEM205	374882	TMEM205
ZNF699	374879	ZNF699
HSD11B1L	374875	HSD11B1L
ATP9B	374868	ATP9B
CCDC178	374864	CCDC178
ANKRD30B	374860	ANKRD30B
LRRC37A3	374819	LRRC37A3
EFCAB5	374786	EFCAB5
SPEM1	374768	SPEM1
TEPP	374739	TEPP
HDDC3	374659	HDDC3
ZNF710	374655	ZNF710
KIF7	374654	KIF7
TEX9	374618	TEX9
ASPG	374569	ASPG
C12orf42	374470	C12orf42
PTPRQ	374462	PTPRQ
KRT77	374454	KRT77
DNAJB13	374407	DNAJB13
TBC1D10C	374403	TBC1D10C
TMEM179B	374395	TMEM179B
FAM111B	374393	FAM111B
NCR3LG1	374383	NCR3LG1
GALNT18	374378	GALNT18
CCDC172	374355	CCDC172
NHLRC2	374354	NHLRC2
PTCHD3	374308	PTCHD3
NDUFS7	374291	NDUFS7
CDRT1	374286	CDRT1
DND1	373863	DND1
USP41	373856	USP41
USP50	373509	USP50
GSTK1	373156	GSTK1
PRAC2	360205	PRAC2
GLT6D1	360203	GLT6D1
TMPRSS9	360200	TMPRSS9
NANOGNB	360030	NANOGNB
ZBTB41	360023	ZBTB41
IRF2BP2	359948	IRF2BP2
DPPA3	359787	DPPA3
BPIFB3	359710	BPIFB3
LILRA5	353514	LILRA5
VCY1B	353513	VCY1B
BMP8A	353500	BMP8A
POLN	353497	POLN
TICAM2	353376	TICAM2
ZNF233	353355	ZNF233
GPR141	353345	GPR141
KRTAP10-10	353333	KRTAP10-10
KRTAP12-1	353332	KRTAP12-1
SPATA12	353324	SPATA12
KRTAP12-2	353323	KRTAP12-2
ANKRD37	353322	ANKRD37
RGSL1	353299	RGSL1
KRT26	353288	KRT26
ZNF445	353274	ZNF445
PADI6	353238	PADI6
KAAG1	353219	KAAG1
SLCO4C1	353189	SLCO4C1
ZACN	353174	ZACN
TAS2R42	353164	TAS2R42
TBC1D26	353149	TBC1D26
LCE3E	353145	LCE3E
LCE3C	353144	LCE3C
LCE3B	353143	LCE3B
LCE3A	353142	LCE3A
LCE2D	353141	LCE2D
LCE2C	353140	LCE2C
LCE2A	353139	LCE2A
LCE1F	353137	LCE1F
LCE1E	353135	LCE1E
LCE1D	353134	LCE1D
LCE1C	353133	LCE1C
LCE1B	353132	LCE1B
LCE1A	353131	LCE1A
RILPL1	353116	RILPL1
RAET1G	353091	RAET1G
ZNF429	353088	ZNF429
C6orf58	352999	C6orf58
DNAAF3	352909	DNAAF3
GPR142	350383	GPR142
RTN4RL2	349667	RTN4RL2
PLET1	349633	PLET1
NMNAT3	349565	NMNAT3
FOXD4L4	349334	FOXD4L4
GJC3	349149	GJC3
WDR86	349136	WDR86
ZNF713	349075	ZNF713
NUP43	348995	NUP43
HCN1	348980	HCN1
NIPAL4	348938	NIPAL4
SLC6A18	348932	SLC6A18
TPRXL	348825	TPRXL
LNP1	348801	LNP1
WDR53	348793	WDR53
FTCDNL1	348751	FTCDNL1
GEN1	348654	GEN1
FAM131C	348487	FAM131C
ZNF530	348327	ZNF530
SKA2	348235	SKA2
CTU2	348180	CTU2
CLEC18A	348174	CLEC18A
ACSM2B	348158	ACSM2B
ARPIN	348110	ARPIN
ANKDD1A	348094	ANKDD1A
RBPMS2	348093	RBPMS2
TMEM255B	348013	TMEM255B
AMIGO2	347902	AMIGO2
TBX10	347853	TBX10
C6orf52	347744	C6orf52
OTOP3	347741	OTOP3
NME9	347736	NME9
SERINC2	347735	SERINC2
SLC35B2	347734	SLC35B2
TUBB2B	347733	TUBB2B
CATSPER3	347732	CATSPER3
LRRTM1	347730	LRRTM1
TUBB8	347688	TUBB8
MAGEB5	347541	MAGEB5
ARSH	347527	ARSH
RAB41	347517	RAB41
DGAT2L6	347516	DGAT2L6
CXorf66	347487	CXorf66
CCDC160	347475	CCDC160
OR13H1	347468	OR13H1
SOWAHD	347454	SOWAHD
DCAF8L2	347442	DCAF8L2
LANCL3	347404	LANCL3
ITIH6	347365	ITIH6
ZNF81	347344	ZNF81
IGFBPL1	347252	IGFBPL1
KIF24	347240	KIF24
OR1B1	347169	OR1B1
OR1J1	347168	OR1J1
QRFP	347148	QRFP
SLC10A5	347051	SLC10A5
KLRG2	346689	KLRG2
STRA8	346673	STRA8
FAM71F2	346653	FAM71F2
MOGAT3	346606	MOGAT3
GNAT3	346562	GNAT3
OR2A1	346528	OR2A1
OR2A12	346525	OR2A12
OR6V1	346517	OR6V1
MACC1	346389	MACC1
ZFP57	346171	ZFP57
ZNF391	346157	ZNF391
EYS	346007	EYS
ECT2L	345930	ECT2L
RSPH4A	345895	RSPH4A
MTX3	345778	MTX3
FAM174A	345757	FAM174A
ACTBL2	345651	ACTBL2
MCIDAS	345643	MCIDAS
FBLL1	345630	FBLL1
IRGM	345611	IRGM
PLCXD3	345557	PLCXD3
ZNF879	345462	ZNF879
PFN3	345456	PFN3
HSD17B13	345275	HSD17B13
SLC10A6	345274	SLC10A6
MSANTD1	345222	MSANTD1
LRIT3	345193	LRIT3
SOWAHB	345079	SOWAHB
PRSS48	345062	PRSS48
ATP13A5	344905	ATP13A5
OSTN	344901	OSTN
RTP2	344892	RTP2
PAQR9	344838	PAQR9
CD200R1L	344807	CD200R1L
TMPRSS7	344805	TMPRSS7
ZNF860	344787	ZNF860
GPR149	344758	GPR149
AADACL2	344752	AADACL2
SAMD7	344658	SAMD7
LRRIQ4	344657	LRRIQ4
GPR148	344561	GPR148
SH3RF3	344558	SH3RF3
CDKL4	344387	CDKL4
EVX2	344191	EVX2
FOXI3	344167	FOXI3
NCKAP5	344148	NCKAP5
NOTO	344022	NOTO
FIGLA	344018	FIGLA
KIAA1211L	343990	KIAA1211L
MSGN1	343930	MSGN1
XKR7	343702	XKR7
TGM6	343641	TGM6
RSPO4	343637	RSPO4
ARHGAP40	343578	ARHGAP40
OR2T29	343563	OR2T29
BARHL2	343472	BARHL2
KCNT2	343450	KCNT2
FCRL6	343413	FCRL6
OR10R2	343406	OR10R2
MYBPHL	343263	MYBPHL
OR2T3	343173	OR2T3
OR2T8	343172	OR2T8
OR2W3	343171	OR2W3
OR14K1	343170	OR14K1
OR6F1	343169	OR6F1
CCDC18	343099	CCDC18
PRAMEF10	343071	PRAMEF10
PRAMEF9	343070	PRAMEF9
HNRNPCL1	343069	HNRNPCL1
PRAMEF5	343068	PRAMEF5
AADACL4	343066	AADACL4
RD3	343035	RD3
PALM3	342979	PALM3
NANOS3	342977	NANOS3
ZSCAN22	342945	ZSCAN22
ZSCAN5B	342933	ZSCAN5B
RFPL4A	342931	RFPL4A
ZNF677	342926	ZNF677
C19orf81	342918	C19orf81
ZNF284	342909	ZNF284
ZNF404	342908	ZNF404
LEUTX	342900	LEUTX
SYCN	342898	SYCN
NCCRP1	342897	NCCRP1
ZNF850	342892	ZNF850
VSTM2B	342865	VSTM2B
ANKRD62	342850	ANKRD62
STAC2	342667	STAC2
SLFN14	342618	SLFN14
KRT27	342574	KRT27
NACA2	342538	NACA2
SMTNL2	342527	SMTNL2
CD300E	342510	CD300E
PKD1L3	342372	PKD1L3
ATXN1L	342371	ATXN1L
ZKSCAN2	342357	ZKSCAN2
C16orf96	342346	C16orf96
FMN1	342184	FMN1
ZNF774	342132	ZNF774
TMC3	342125	TMC3
GOLGA6A	342096	GOLGA6A
GLDN	342035	GLDN
COX8C	341947	COX8C
LRRC9	341883	LRRC9
SLC35F4	341880	SLC35F4
OR6S1	341799	OR6S1
NEK5	341676	NEK5
FREM2	341640	FREM2
OR8S1	341568	OR8S1
H1FNT	341567	H1FNT
OR6C4	341418	OR6C4
OR6C2	341416	OR6C2
ANKRD33	341405	ANKRD33
ACSM4	341392	ACSM4
SYT10	341359	SYT10
OVCH1	341350	OVCH1
SMCO2	341346	SMCO2
OVCH2	341277	OVCH2
OR10A2	341276	OR10A2
HEPHL1	341208	HEPHL1
OR2AT4	341152	OR2AT4
MS4A10	341116	MS4A10
C11orf53	341032	C11orf53
DCDC1	341019	DCDC1
OTOG	340990	OTOG
OR52B6	340980	OR52B6
EBLN1	340900	EBLN1
MALRD1	340895	MALRD1
HMX3	340784	HMX3
LRIT2	340745	LRIT2
NANOS1	340719	NANOS1
VWA2	340706	VWA2
CYP26C1	340665	CYP26C1
LIPM	340654	LIPM
CXorf67	340602	CXorf67
LHFPL1	340596	LHFPL1
DCAF12L2	340578	DCAF12L2
SATL1	340562	SATL1
ZC3H12B	340554	ZC3H12B
VSIG1	340547	VSIG1
TCEAL5	340543	TCEAL5
BEX5	340542	BEX5
PABPC1L2A	340529	PABPC1L2A
NHSL2	340527	NHSL2
ACER2	340485	ACER2
ZDHHC21	340481	ZDHHC21
RSPO2	340419	RSPO2
TMEM249	340393	TMEM249
ZNF517	340385	ZNF517
NRBP2	340371	NRBP2
KLHL38	340359	KLHL38
AGBL3	340351	AGBL3
TSPAN33	340348	TSPAN33
CTAGE6	340307	CTAGE6
FAM221A	340277	FAM221A
ABCB5	340273	ABCB5
COL28A1	340267	COL28A1
UNCX	340260	UNCX
ZNF680	340252	ZNF680
TREML1	340205	TREML1
CLPSL1	340204	CLPSL1
DPPA5	340168	DPPA5
MYLK4	340156	MYLK4
ZC3H12D	340152	ZC3H12D
SLC35D3	340146	SLC35D3
ANKRD34B	340120	ANKRD34B
ARSI	340075	ARSI
FAM170A	340069	FAM170A
TMEM173	340061	TMEM173
SLC6A19	340024	SLC6A19
NAT8L	339983	NAT8L
LRRC66	339977	LRRC66
TRIML1	339976	TRIML1
TMPRSS11A	339967	TMPRSS11A
CCDC158	339965	CCDC158
PRSS42	339906	PRSS42
GADL1	339896	GADL1
KY	339855	KY
CCDC36	339834	CCDC36
CCDC39	339829	CCDC39
C2orf74	339804	C2orf74
